id,iznos
0,-0.47935992
1,-0.5148047
2,-0.25904238
3,-0.23475528
4,-0.25743252
5,-0.1538868
6,-0.13711447
7,-0.17138565
8,-0.17138565
9,-0.226412
10,-0.6155114
11,-0.3287586
12,-0.3287586
13,-0.27809328
14,-0.2940784
15,-0.24816662
16,-0.30274862
17,-0.41900206
18,-0.38462192
19,-0.5707287
20,-0.5258541
21,-0.3847505
22,-0.6434607
23,-0.37188596
24,-0.3454504
25,-0.27690893
26,-0.28202164
27,-0.32011062
28,-0.3072462
29,-0.29816216
30,-0.53001475
31,-0.55142236
32,-0.11449909
33,-0.22547185
34,-0.17384142
35,-0.10007942
36,0.043265104
37,-0.12770689
38,-0.12770689
39,-0.029155493
40,-0.08011198
41,-0.36903518
42,-0.48159862
43,-0.010264754
44,0.06257653
45,0.024987698
46,0.07851839
47,-0.0138852
48,-0.03529191
49,-0.07809043
50,-0.25863016
51,-0.5868709
52,-0.5868175
53,-0.27149475
54,-0.24049848
55,-0.20753771
56,-0.17720085
57,-0.17720085
58,-0.20753771
59,-0.22763395
60,-0.5499842
61,-0.5499842
62,-0.21803045
63,-0.27166784
64,-0.2286762
65,-0.10565716
66,-0.02117896
67,-0.19893599
68,-0.23666954
69,-0.24154073
70,-0.17885923
71,-0.3688594
72,-0.39070475
73,-0.05513239
74,-0.08967078
75,-0.05318916
76,-0.0149127245
77,-0.04032457
78,-0.0055673122
79,-0.027777195
80,-0.23991477
81,-0.22480327
82,-0.22132003
83,-0.2238822
84,-0.26969743
85,-0.31983638
86,-0.20502192
87,-0.5911015
88,-0.5911015
89,-0.2880003
90,-0.4134363
91,-0.025141835
92,-0.25673604
93,-0.025141835
94,0.06535387
95,0.1108551
96,0.1108551
97,0.31996536
98,0.078841925
99,-0.008259773
100,-0.36384225
101,-0.36384225
102,-0.13747817
103,-0.22191525
104,-0.16695428
105,-0.05829239
106,-0.06972861
107,0.03907442
108,-0.09514046
109,-0.08391261
110,-0.36927968
111,-0.5946418
112,-0.6351514
113,-0.3646404
114,-0.343157
115,-0.343157
116,-0.1530779
117,-0.26351273
118,-0.31064832
119,-0.31064832
120,-0.43889952
121,-0.48688507
122,-0.10893029
123,-0.1416955
124,0.017121792
125,0.119297504
126,-0.03138721
127,-0.00058823824
128,-0.06648755
129,-0.10308665
130,0.038102984
131,-0.22712994
132,-0.25908452
133,0.025238276
134,0.09965408
135,0.26923406
136,0.32324147
137,0.1304853
138,0.10339737
139,0.10339737
140,-0.29227424
141,-0.29227424
142,0.0049909353
143,-0.024404287
144,0.0676806
145,0.015367031
146,0.08303714
147,0.21000719
148,0.049613476
149,0.039770484
150,-0.6150127
151,-0.20157409
152,-0.20157409
153,-0.16068411
154,-0.63145083
155,-0.06960446
156,-0.22847623
157,-0.29525578
158,-0.25881326
159,-0.16068411
160,-0.5881914
161,-0.49084777
162,-0.4082492
163,-0.37522674
164,-0.34540588
165,-0.34030342
166,-0.2868055
167,-0.28170305
168,-0.2804203
169,-0.30539626
170,-0.20347947
171,0.21499705
172,0.35766125
173,0.45430398
174,-0.029219866
175,0.57338214
176,0.4816203
177,0.35682583
178,0.34396124
179,0.2992146
180,-0.22931701
181,-0.03497517
182,-0.03497517
183,0.12867618
184,-0.34293902
185,0.11500454
186,0.09190297
187,0.059445024
188,0.089126945
189,0.00669384
190,0.046606064
191,0.06793356
192,0.44293046
193,0.5925422
194,0.66912806
195,0.50571644
196,0.69764495
197,0.59691966
198,0.7977476
199,0.6289327
200,-0.07592511
201,-0.38817888
202,-0.07592511
203,-0.038681865
204,-0.34852153
205,-0.024303794
206,-0.015229702
207,0.086180925
208,0.04545045
209,0.12733924
210,-0.36778724
211,-0.42068744
212,-0.08295894
213,0.036770582
214,-0.045018077
215,-0.045018077
216,0.04389727
217,0.04389727
218,0.07248664
219,0.0144075155
220,-0.5323354
221,-0.6190286
222,-0.3042096
223,-0.3607909
224,-0.3807106
225,-0.21193194
226,-0.12600273
227,-0.26888394
228,-0.1434561
229,-0.27691674
230,-0.53976727
231,-0.5698053
232,-0.20872831
233,-0.31025827
234,-0.2647848
235,-0.29348457
236,-0.06710422
237,-0.17268264
238,-0.24379683
239,-0.22641748
240,-0.5559866
241,-0.28762728
242,-0.3050065
243,-0.13380706
244,-0.5559866
245,-0.0606395
246,-0.19676316
247,-0.21871328
248,-0.21824062
249,-0.13380706
250,-0.5929639
251,-0.5376392
252,-0.3385746
253,-0.23723972
254,-0.29974598
255,-0.18692529
256,-0.10014868
257,-0.27207804
258,-0.2717982
259,-0.2717982
260,-0.48491412
261,-0.27741468
262,-0.038102508
263,-0.011838198
264,-0.59408987
265,-0.19428909
266,-0.19428909
267,-0.020919561
268,-0.11455333
269,-0.2531482
270,-0.5831229
271,-0.21925962
272,-0.32725394
273,-0.23785448
274,-0.5831229
275,-0.0992924
276,-0.0992924
277,-0.27469832
278,-0.21920228
279,-0.3141582
280,-0.49131733
281,-0.5776317
282,-0.33983147
283,-0.22371721
284,-0.17114401
285,-0.17114401
286,-0.20502806
287,-0.251621
288,-0.23424166
289,-0.20502806
290,-0.36091435
291,-0.61427927
292,-0.21810019
293,-0.23920822
294,-0.61485237
295,-0.13128227
296,-0.10457647
297,-0.30751914
298,-0.22803855
299,-0.13788843
300,0.1773262
301,0.016354442
302,0.039437056
303,0.24789953
304,-0.032868147
305,-0.020003676
306,-0.08952105
307,-0.07665658
308,-0.3169685
309,-0.44897676
310,-0.50385964
311,-0.017760158
312,-0.105647504
313,-0.12822151
314,-0.38004166
315,0.059659243
316,-0.05104047
317,-0.08854282
318,0.13869298
319,-0.14466834
320,-0.5741389
321,-0.3077885
322,-0.27140093
323,-0.13533354
324,-0.5741389
325,-0.17595112
326,-0.24390948
327,-0.20136315
328,-0.06879097
329,-0.17595112
330,0.21817899
331,0.045735598
332,0.08561659
333,0.113879085
334,-0.019108891
335,-0.07534039
336,0.06417549
337,-0.2511977
338,-0.38423538
339,-0.006244302
340,-0.041431904
341,-0.43131143
342,0.0077266693
343,-0.14894187
344,-0.4881848
345,-0.09481406
346,0.010989189
347,-0.033887267
348,-0.033887267
349,0.010989189
350,-0.5306343
351,-0.5306343
352,-0.35690916
353,-0.36292028
354,-0.30982977
355,-0.3249411
356,-0.27279848
357,-0.26523715
358,-0.29064894
359,-0.13757777
360,-0.45432973
361,-0.14366663
362,-0.15653116
363,-0.04263431
364,-0.3278631
365,0.20179164
366,0.20179164
367,-0.05246401
368,0.06973767
369,0.015965223
370,-0.46066278
371,-0.111611605
372,-0.25494576
373,-0.24365914
374,-0.5756329
375,-0.14997566
376,-0.14997566
377,-0.19878721
378,-0.18592268
379,-0.23079461
380,-0.4891169
381,-0.59426624
382,-0.30920506
383,-0.2634424
384,-0.29602087
385,-0.30115926
386,-0.23530781
387,-0.27879596
388,-0.27879596
389,-0.20575064
390,-0.48561937
391,-0.7462622
392,-0.57697487
393,-0.6230458
394,-0.7462622
395,-0.46082348
396,-0.55543643
397,-0.5360222
398,-0.46082348
399,-0.493401
400,-0.17728913
401,-0.16337365
402,0.24996471
403,0.3255229
404,0.37203503
405,0.57181835
406,0.64127815
407,0.3753357
408,0.38820028
409,0.23910737
410,-0.16035885
411,-0.4351409
412,-0.33678037
413,-0.14371961
414,0.015267849
415,-0.072108746
416,0.10190642
417,0.08954573
418,-0.05424422
419,-0.12800455
420,-0.48748213
421,-0.64096963
422,-0.64096963
423,-0.44940352
424,-0.31933933
425,-0.36443388
426,-0.23249161
427,-0.40601802
428,-0.36443388
429,-0.4133768
430,-0.5773211
431,-0.559772
432,-0.33136058
433,-0.2152462
434,-0.29027325
435,-0.21078992
436,-0.21078992
437,-0.23226738
438,-0.14319456
439,-0.27289408
440,0.2776413
441,-0.1693877
442,-0.23967683
443,0.1433456
444,0.38382387
445,0.45468235
446,0.38322377
447,0.2740364
448,0.22423816
449,0.3011241
450,-0.0789628
451,-0.1534468
452,-0.05128157
453,-0.17910397
454,-0.26057613
455,-0.2839117
456,-0.25218797
457,-0.56243825
458,-0.56243825
459,-0.25423306
460,-0.3368557
461,-0.053582907
462,-0.3368557
463,-0.08260673
464,-0.081655025
465,-0.053582907
466,0.2344203
467,0.08424759
468,0.009753466
469,0.03924322
470,-0.54080343
471,-0.55555093
472,-0.21398497
473,-0.035365105
474,-0.20288765
475,-0.115332186
476,-0.11168873
477,-0.05772966
478,-0.097054005
479,0.1289339
480,-0.4254564
481,-0.6110825
482,-0.4254564
483,-0.39872473
484,-0.6671155
485,-0.30981976
486,-0.19753742
487,-0.3648085
488,-0.1770724
489,-0.39872473
490,-0.65753907
491,-0.54015255
492,-0.3757617
493,-0.30712408
494,-0.27814072
495,-0.3017403
496,-0.08452946
497,-0.21678966
498,-0.3301654
499,-0.31685162
500,-0.66325986
501,-0.6323587
502,-0.4033203
503,-0.26174438
504,-0.35894752
505,-0.21205652
506,-0.30623853
507,-0.32907152
508,-0.3532948
509,-0.3277163
510,-0.5677744
511,-0.46195763
512,-0.11072779
513,-0.25335252
514,-0.05515504
515,-0.11676347
516,0.060531855
517,0.038152695
518,-0.14710033
519,-0.2035482
520,-0.0937708
521,-0.06257367
522,0.011379719
523,-0.032236755
524,-0.045101285
525,-0.0937708
526,-0.071543336
527,-0.13039768
528,-0.36618114
529,-0.3856125
530,-0.19855416
531,-0.19855416
532,-0.40319872
533,-0.5217761
534,-0.046864986
535,-0.16032428
536,-0.066266894
537,-0.066266894
538,-0.027122855
539,0.08623159
540,-0.5506925
541,-0.5299271
542,-0.10242045
543,-0.20441478
544,-0.13973552
545,-0.08397484
546,-0.06082189
547,-0.06586063
548,-0.036923647
549,-0.042707562
550,-0.28782398
551,-0.26379508
552,-0.04839742
553,-0.04839742
554,-0.24722314
555,-0.27575272
556,-0.373675
557,-0.60154545
558,-0.5367654
559,-0.26026136
560,-0.5003584
561,-0.19183946
562,-0.45270014
563,-0.13039732
564,-0.14010054
565,-0.05935031
566,-0.14010054
567,-0.09579432
568,-0.09362149
569,0.102962494
570,-0.2758119
571,-0.625921
572,-0.673722
573,-0.43915313
574,-0.38857627
575,-0.34766257
576,-0.22590089
577,-0.36691248
578,-0.18046373
579,-0.33586723
580,-0.51054144
581,-0.45682657
582,-0.039938748
583,-0.20036876
584,-0.086238384
585,0.018011808
586,-0.07791114
587,-0.110036254
588,-0.122900724
589,0.121610284
590,-0.696383
591,-0.696383
592,-0.46406054
593,-0.43083525
594,-0.43920702
595,-0.24226081
596,-0.24226081
597,-0.3985983
598,-0.38121903
599,-0.4218279
600,0.093019724
601,-0.16682535
602,-0.16682535
603,0.16997242
604,0.3631214
605,0.13054776
606,0.47834873
607,0.23669827
608,0.30582774
609,0.5410638
610,-0.23700345
611,-0.23700345
612,0.17250419
613,0.122707725
614,0.11926246
615,0.25462532
616,0.19925165
617,0.2176063
618,0.1686312
619,0.18207562
620,-0.59712666
621,-0.3302412
622,-0.3173768
623,-0.32331818
624,-0.59718
625,-0.21890289
626,-0.20603836
627,-0.23637527
628,-0.24923956
629,-0.2870263
630,-0.44032806
631,-0.37543303
632,0.016975164
633,-0.06622362
634,-0.06702167
635,-0.06702167
636,0.05047965
637,0.01802373
638,-0.0005712509
639,0.03188467
640,-0.34539634
641,-0.10260922
642,-0.12877494
643,-0.10481316
644,-0.47736663
645,-0.039853573
646,-0.05230421
647,-0.032690525
648,0.16260839
649,0.04407239
650,-0.66981626
651,-0.3648929
652,-0.45028734
653,-0.328197
654,-0.65040946
655,-0.314133
656,-0.20346534
657,-0.22091877
658,-0.35348272
659,-0.40651584
660,-0.52465945
661,-0.54625213
662,-0.25971222
663,-0.36225474
664,-0.27196497
665,-0.31872678
666,-0.26863843
667,-0.14348745
668,-0.31184006
669,-0.12110913
670,-0.1288749
671,-0.49609566
672,-0.16046083
673,-0.0867092
674,-0.37275577
675,-0.019517541
676,0.011496186
677,-0.13775504
678,0.020058632
679,-0.06417745
680,-0.25219035
681,-0.2885232
682,-0.27105045
683,-0.20620394
684,-0.342633
685,-0.342633
686,-0.3693648
687,-0.3822292
688,-0.6113768
689,-0.61143017
690,-0.46965152
691,-0.21304083
692,-0.19607532
693,-0.15498066
694,-0.4504125
695,-0.113761306
696,-0.113761306
697,-0.14412391
698,-0.01085937
699,-0.15498066
700,-0.6217753
701,-0.2240358
702,-0.3455702
703,-0.31521976
704,-0.6218287
705,-0.15060025
706,-0.31521976
707,-0.10356367
708,-0.28726554
709,-0.24033654
710,0.0015772581
711,0.15688205
712,0.05674088
713,-0.06664008
714,0.045131445
715,-0.21720195
716,-0.1998226
717,-0.52519584
718,-0.48873222
719,0.045131445
720,-0.115991235
721,-0.571407
722,-0.29742342
723,-0.30146456
724,-0.571407
725,-0.24229169
726,-0.04289472
727,-0.22408986
728,-0.05641377
729,-0.04289472
730,-0.46379435
731,-0.47375154
732,-0.3134882
733,-0.33086735
734,-0.23292261
735,-0.26461935
736,-0.16946274
737,-0.22540635
738,-0.24688423
739,-0.18298185
740,-0.57469624
741,-0.31222463
742,-0.27514166
743,-0.29732263
744,-0.57469624
745,-0.07538861
746,-0.07538861
747,-0.20717251
748,-0.20230287
749,-0.23409611
750,-0.5421052
751,-0.35868013
752,-0.3745268
753,-0.23648202
754,-0.5986155
755,-0.05715227
756,-0.05715227
757,-0.26637304
758,-0.26637304
759,-0.3112284
760,-0.3345186
761,-0.32329094
762,-0.07868594
763,-0.15358454
764,0.00927496
765,-0.150293
766,-0.008719325
767,0.07908118
768,-0.011405528
769,0.020313025
770,-0.2720362
771,-0.46876985
772,-0.15449005
773,-0.23615205
774,-0.46876985
775,-0.07395178
776,-0.04351729
777,-0.10299522
778,-0.10848677
779,-0.20067036
780,-0.66831005
781,-0.59187627
782,-0.39153183
783,-0.4272037
784,-0.35677052
785,-0.3385846
786,-0.34596276
787,-0.24266392
788,-0.37629992
789,-0.31912178
790,-0.352794
791,-0.66417104
792,-0.6664922
793,-0.3978204
794,-0.2507099
795,-0.2723934
796,-0.28161383
797,-0.2813691
798,-0.30702567
799,-0.3575753
800,-0.25222844
801,-0.46285665
802,-0.57270885
803,-0.14354378
804,-0.22144008
805,-0.1721518
806,-0.16805351
807,-0.10443807
808,-0.12441164
809,-0.0725795
810,-0.40316677
811,-0.4612168
812,-0.032258034
813,-0.06513059
814,0.12997901
815,-0.07673097
816,0.06051445
817,-0.014586687
818,0.088811636
819,0.13379836
820,0.62113225
821,0.26229143
822,0.14528632
823,0.6923764
824,0.4931748
825,0.66277015
826,0.61606705
827,0.712957
828,0.62630665
829,0.71967566
830,-0.4841017
831,-0.5727588
832,-0.33553308
833,-0.23327267
834,-0.24957037
835,-0.18154162
836,-0.22619611
837,-0.24130762
838,-0.26671976
839,-0.26671976
840,-0.50245833
841,-0.33034027
842,-0.23912048
843,-0.33075118
844,-0.5866077
845,-0.22488737
846,-0.22328484
847,-0.24476248
848,-0.11266309
849,-0.18199158
850,-0.5263663
851,-0.33048195
852,-0.33048195
853,-0.30746245
854,-0.5967603
855,-0.055319726
856,-0.24134248
857,-0.16693032
858,-0.24662781
859,-0.29459792
860,0.102213144
861,0.059610367
862,0.46621478
863,0.53291285
864,0.48485708
865,0.5091672
866,0.6047745
867,0.74896383
868,0.50193167
869,0.5920546
870,0.248227
871,-0.06303847
872,-0.09972978
873,0.28366232
874,0.3797269
875,0.38468194
876,0.4249146
877,0.46974027
878,0.45158565
879,0.44897556
880,-0.45779532
881,-0.49306452
882,-0.10131204
883,-0.20773715
884,-0.03752601
885,-0.11318213
886,0.02576828
887,-0.13465977
888,-0.15203911
889,-0.03752601
890,-0.395602
891,-0.67337036
892,-0.6710492
893,-0.395602
894,-0.20956665
895,-0.35264277
896,-0.33775765
897,-0.29233485
898,-0.33119178
899,-0.14674056
900,-0.62345076
901,-0.6262005
902,-0.43602967
903,-0.34872866
904,-0.30134302
905,-0.30134302
906,-0.21068668
907,-0.32278293
908,-0.34866762
909,-0.22813988
910,-0.57090867
911,-0.09803563
912,-0.17402858
913,-0.21301025
914,-0.54647714
915,0.075959444
916,0.075959444
917,0.0802021
918,-0.1427871
919,-0.13225436
920,-0.50847954
921,-0.62481344
922,-0.323937
923,-0.35986865
924,-0.20337206
925,-0.33776903
926,-0.11648363
927,-0.26691788
928,-0.21555245
929,-0.30651385
930,-0.5744624
931,-0.2810154
932,-0.10649288
933,-0.10940999
934,-0.5744624
935,-0.1436925
936,-0.15787649
937,-0.16517013
938,-0.0054119825
939,-0.10940999
940,-0.35526323
941,-0.19305861
942,-0.1795029
943,-0.1124475
944,-0.35526323
945,-0.056762934
946,-0.08254206
947,-0.107953966
948,0.032512307
949,-0.12982678
950,-0.4982878
951,-0.5905004
952,-0.25048327
953,-0.2985893
954,-0.23383832
955,-0.25121808
956,-0.18079782
957,-0.20227551
958,-0.2196548
959,-0.19817722
960,-0.5974791
961,-0.6103101
962,-0.2292707
963,-0.079616666
964,-0.13424945
965,-0.18619841
966,-0.024987578
967,-0.26343888
968,-0.18619841
969,-0.024987578
970,-0.57444435
971,-0.6218773
972,-0.4219299
973,-0.34156042
974,-0.39799798
975,-0.20620263
976,-0.26110214
977,-0.15241838
978,-0.30502933
979,-0.34156042
980,-0.41800696
981,-0.6696368
982,-0.6563543
983,-0.41800696
984,-0.2929113
985,-0.18248099
986,-0.3139794
987,-0.30111498
988,-0.34431648
989,-0.17859209
990,-0.3505947
991,-0.5393064
992,-0.5665162
993,-0.3505947
994,-0.31034946
995,-0.11711919
996,-0.19872487
997,-0.224504
998,-0.24991614
999,-0.26753938
1000,-0.5911345
1001,-0.5911345
1002,-0.32498115
1003,-0.27977723
1004,-0.20312905
1005,-0.18295962
1006,-0.18295962
1007,-0.13352942
1008,-0.09888685
1009,-0.112623036
1010,-0.33887595
1011,-0.4604212
1012,-0.6015095
1013,-0.33887595
1014,-0.26805836
1015,-0.1713984
1016,-0.060480773
1017,-0.1713984
1018,-0.30723667
1019,-0.15787923
1020,-0.021187067
1021,-0.061979413
1022,0.13110065
1023,0.13110065
1024,-0.048766255
1025,-0.01685369
1026,-0.10489684
1027,-0.46822172
1028,-0.40333778
1029,-0.048766255
1030,0.20655894
1031,0.45180035
1032,0.19313979
1033,0.44352627
1034,0.4388368
1035,0.5025147
1036,0.61702335
1037,0.5895413
1038,0.58208
1039,0.61702335
1040,-0.66699827
1041,-0.64887327
1042,-0.31679344
1043,-0.4293579
1044,-0.39946204
1045,-0.27883142
1046,-0.3237465
1047,-0.3540836
1048,-0.3983488
1049,-0.3237465
1050,-0.37553614
1051,-0.67117214
1052,-0.28023988
1053,-0.34477645
1054,-0.6493995
1055,-0.2661143
1056,-0.25193024
1057,-0.14524972
1058,-0.30361658
1059,-0.17216736
1060,-0.384683
1061,-0.3183186
1062,0.02822113
1063,-0.024283886
1064,0.00248456
1065,0.033735037
1066,0.068722725
1067,0.039678335
1068,0.0025970936
1069,0.2018981
1070,-0.626463
1071,-0.6612675
1072,-0.3205036
1073,-0.44271588
1074,-0.27999938
1075,-0.27999938
1076,-0.30409396
1077,-0.30409396
1078,-0.3463779
1079,-0.3463779
1080,-0.54611564
1081,-0.54653525
1082,-0.23076135
1083,-0.24201477
1084,-0.19266808
1085,-0.10873139
1086,-0.10873139
1087,-0.19517148
1088,-0.010264635
1089,-0.20777953
1090,0.28197002
1091,0.37066936
1092,0.5640433
1093,0.5061821
1094,0.41513348
1095,0.28197002
1096,0.37002802
1097,0.23610973
1098,-0.1128121
1099,-0.1128121
1100,-0.14883763
1101,-0.2458688
1102,-0.52446723
1103,-0.44423002
1104,-0.104738235
1105,-0.22542894
1106,-0.17912328
1107,-0.18421888
1108,-0.042468905
1109,-0.042468905
1110,-0.5247376
1111,-0.47467333
1112,-0.18490362
1113,-0.211056
1114,-0.17081082
1115,-0.1038481
1116,-0.12764263
1117,-0.13567531
1118,-0.08734822
1119,-0.11026335
1120,-0.10817808
1121,-0.090798736
1122,0.10198116
1123,0.12533736
1124,-0.16846979
1125,-0.22325778
1126,-0.17707956
1127,-0.49249852
1128,-0.5245512
1129,-0.16846979
1130,-0.66774464
1131,-0.418056
1132,-0.6540655
1133,-0.4354353
1134,-0.3867302
1135,-0.32410914
1136,-0.3867302
1137,-0.3495211
1138,-0.3495211
1139,-0.3414883
1140,-0.23668104
1141,-0.46137667
1142,-0.46137667
1143,-0.19862086
1144,-0.2100702
1145,-0.19495875
1146,0.05735731
1147,-0.1569165
1148,-0.1569165
1149,0.05735731
1150,-0.37094265
1151,-0.25681973
1152,-0.07472777
1153,-0.061863244
1154,0.0119223595
1155,-0.04581541
1156,0.11155534
1157,0.047263503
1158,0.13526559
1159,0.07728362
1160,0.14634347
1161,0.15920806
1162,0.18629599
1163,0.37171328
1164,0.13076735
1165,0.16341853
1166,0.04943037
1167,0.17908072
1168,-0.3136683
1169,-0.31361496
1170,-0.4537332
1171,-0.41593856
1172,-0.19162709
1173,-0.19162709
1174,-0.15637386
1175,0.004261136
1176,-0.0011453629
1177,-0.035043597
1178,-0.023523688
1179,-0.10250431
1180,-0.3861313
1181,-0.6291217
1182,-0.6291217
1183,-0.3038714
1184,-0.32654762
1185,-0.23882854
1186,-0.2675473
1187,-0.2675473
1188,-0.24227405
1189,-0.18576133
1190,-0.013550401
1191,-0.091884255
1192,0.23006201
1193,0.44307983
1194,0.3017944
1195,0.41490722
1196,0.41699958
1197,0.48587132
1198,0.5709393
1199,0.41699958
1200,-0.0054121614
1201,-0.3476509
1202,-0.3476509
1203,0.11238301
1204,-0.06893623
1205,0.13202989
1206,0.21793151
1207,0.21793151
1208,-0.040174007
1209,0.06425631
1210,-0.0013213158
1211,-0.0013213158
1212,-0.13990355
1213,-0.085484385
1214,-0.24363393
1215,-0.19029415
1216,-0.267864
1217,-0.20800167
1218,-0.53599936
1219,-0.5336782
1220,-0.46312195
1221,-0.3427149
1222,-0.1330406
1223,-0.10060227
1224,-0.1278007
1225,-0.01436764
1226,-0.029310942
1227,-0.057397723
1228,-0.057397723
1229,-0.10021019
1230,-0.4857036
1231,-0.57399434
1232,-0.2889669
1233,-0.2819634
1234,-0.23327643
1235,-0.2161212
1236,-0.2161212
1237,-0.28753316
1238,-0.20258832
1239,-0.17208731
1240,-0.4919784
1241,-0.1857462
1242,0.024128437
1243,0.054519653
1244,-0.12153423
1245,-0.22934425
1246,-0.22934425
1247,-0.09129012
1248,-0.24067253
1249,-0.44435477
1250,-0.6554971
1251,-0.3067851
1252,-0.37671477
1253,-0.6554971
1254,-0.3656066
1255,-0.13066804
1256,-0.34312063
1257,-0.2131598
1258,-0.2148639
1259,-0.3050282
1260,-0.6791239
1261,-0.6791239
1262,-0.39145863
1263,-0.39145863
1264,-0.19893372
1265,-0.3169682
1266,-0.29958898
1267,-0.32248342
1268,-0.33986259
1269,-0.35817719
1270,-0.23235822
1271,-0.5242699
1272,-0.49284035
1273,-0.23235822
1274,-0.19425905
1275,-0.11149162
1276,-0.084404826
1277,0.12556994
1278,-0.11149162
1279,-0.19425905
1280,0.1512109
1281,-0.30284888
1282,-0.2509222
1283,0.13816142
1284,0.21809304
1285,0.32222772
1286,0.33574688
1287,0.14425027
1288,0.32222772
1289,0.07125831
1290,-0.49967837
1291,-0.46709144
1292,-0.046883464
1293,-0.1958108
1294,-0.11695731
1295,-0.02259469
1296,-0.008824289
1297,-0.078036726
1298,0.09885883
1299,0.0010012388
1300,-0.14306659
1301,-0.483325
1302,-0.40837198
1303,-0.09596491
1304,-0.15493393
1305,0.10754275
1306,0.1430161
1307,-0.105659485
1308,-0.15493393
1309,-0.07476771
1310,-0.2616796
1311,-0.2616796
1312,-0.23629284
1313,-0.4192385
1314,-0.31111187
1315,-0.4433217
1316,-0.4433217
1317,-0.56555533
1318,-0.62148154
1319,-0.41772658
1320,-0.5251483
1321,-0.1757161
1322,-0.5250949
1323,-0.15920335
1324,-0.108887136
1325,0.0061807632
1326,0.0061807632
1327,-0.035442293
1328,0.019698858
1329,0.060896397
1330,-0.4415077
1331,-0.4415077
1332,-0.24249381
1333,-0.2971788
1334,-0.20072556
1335,-0.20072556
1336,-0.14055872
1337,-0.18334997
